transactionId,sourceAccount,targetAccount,amount,currency,timestamp,transactionType,channel,isSuspicious,pattern
T000084,A00033,A00103,714.5,USD,2025-01-14T11:50:00,TRANSFER,ONLINE,False,NORMAL
T000085,A00026,A00006,3168.61,USD,2025-01-22T16:25:00,PAYMENT,BRANCH,False,NORMAL
T000086,A00091,A00090,2558.05,USD,2025-07-05T03:12:00,ACH,ONLINE,False,NORMAL
T000087,A00037,A00003,2018.82,USD,2025-08-09T03:33:00,TRANSFER,ONLINE,False,NORMAL
T000088,A00085,A00052,296.95,USD,2025-01-16T16:13:00,TRANSFER,MOBILE,False,NORMAL
T000089,A00063,A00099,8957.45,USD,2025-03-15T18:40:00,DEPOSIT,BRANCH,True,STRUCTURING
T000090,A00017,A00080,2145.81,USD,2025-07-21T21:01:00,ACH,MOBILE,False,NORMAL
T000091,A00053,A00006,2258.85,USD,2025-04-24T00:16:00,ACH,ONLINE,False,NORMAL
T000092,A00087,A00032,10270.64,USD,2025-07-06T05:14:00,WIRE,ONLINE,True,FAN_OUT
T000093,A00085,A00081,432.58,USD,2025-10-25T04:02:00,ACH,BRANCH,False,NORMAL
T000094,A00096,A00045,233.71,USD,2025-08-12T10:38:00,TRANSFER,ONLINE,False,NORMAL
T000095,A00018,A00062,629.68,USD,2025-07-11T17:58:00,PAYMENT,MOBILE,False,NORMAL
T000096,A00029,A00058,1509.0,USD,2025-08-26T22:32:00,ACH,MOBILE,False,NORMAL
T000097,A00069,A00071,1657.13,USD,2025-01-09T08:34:00,ACH,MOBILE,False,NORMAL
T000098,A00013,A00105,9134.72,USD,2025-06-30T19:03:00,DEPOSIT,BRANCH,True,STRUCTURING
T000099,A00082,A00067,44959.16,USD,2025-01-20T11:10:00,WIRE,ONLINE,True,LAYERING_RING
T000100,A00086,A00072,883.73,USD,2025-04-17T00:13:00,PAYMENT,BRANCH,False,NORMAL
T000101,A00032,A00039,3501.74,USD,2025-01-17T11:55:00,PAYMENT,BRANCH,False,NORMAL
T000102,A00088,A00099,2209.39,USD,2025-08-25T14:51:00,ACH,ONLINE,False,NORMAL
T000103,A00044,A00083,455.26,USD,2025-03-26T16:11:00,ACH,ONLINE,False,NORMAL
T000104,A00077,A00069,690.14,USD,2025-05-30T08:54:00,PAYMENT,MOBILE,False,NORMAL
T000105,A00029,A00039,3433.01,USD,2025-03-15T17:26:00,PAYMENT,ONLINE,False,NORMAL
T000106,A00025,A00047,2221.83,USD,2025-02-07T14:48:00,PAYMENT,MOBILE,False,NORMAL
T000107,A00028,A00079,1156.6,USD,2025-09-09T04:54:00,TRANSFER,ONLINE,False,NORMAL
T000108,A00040,A00089,487.31,USD,2025-06-01T07:14:00,PAYMENT,MOBILE,False,NORMAL
T000109,A00038,A00099,9011.58,USD,2025-05-11T21:11:00,DEPOSIT,BRANCH,True,STRUCTURING
T000110,A00011,A00083,1725.88,USD,2025-08-25T08:24:00,TRANSFER,ONLINE,False,NORMAL
T000111,A00030,A00053,1368.95,USD,2025-08-21T23:06:00,PAYMENT,BRANCH,False,NORMAL
T000112,A00009,A00091,621.1,USD,2025-04-22T11:03:00,ACH,BRANCH,False,NORMAL
T000113,A00030,A00101,8901.08,USD,2025-06-02T22:32:00,DEPOSIT,BRANCH,True,STRUCTURING
T000114,A00027,A00051,3662.2,USD,2025-10-10T12:29:00,PAYMENT,BRANCH,False,NORMAL
T000115,A00093,A00090,3025.82,USD,2025-08-08T22:06:00,ACH,ONLINE,False,NORMAL
T000116,A00006,A00083,3088.67,USD,2025-05-16T18:26:00,ACH,ONLINE,False,NORMAL
T000117,A00047,A00098,1624.95,USD,2025-01-24T18:35:00,PAYMENT,ONLINE,False,NORMAL
T000118,A00101,A00073,836.72,USD,2025-10-11T06:52:00,TRANSFER,MOBILE,False,NORMAL
T000119,A00070,A00047,2132.79,USD,2025-05-20T15:51:00,TRANSFER,BRANCH,False,NORMAL
T000120,A00031,A00064,3653.06,USD,2025-03-15T20:16:00,TRANSFER,BRANCH,False,NORMAL
T000121,A00047,A00033,348.03,USD,2025-03-26T20:19:00,TRANSFER,BRANCH,False,NORMAL
T000122,A00031,A00054,2563.03,USD,2025-08-23T15:38:00,TRANSFER,ONLINE,False,NORMAL
T000123,A00032,A00096,9590.56,USD,2025-03-05T22:01:00,DEPOSIT,BRANCH,True,STRUCTURING
T000124,A00032,A00096,9757.08,USD,2025-03-10T07:31:00,DEPOSIT,BRANCH,True,STRUCTURING
T000125,A00032,A00096,9687.05,USD,2025-03-06T21:56:00,DEPOSIT,BRANCH,True,STRUCTURING
T000126,A00061,A00013,2731.14,USD,2025-03-12T05:26:00,TRANSFER,MOBILE,False,NORMAL
T000127,A00013,A00105,8842.27,USD,2025-06-29T13:07:00,DEPOSIT,BRANCH,True,STRUCTURING
T000128,A00013,A00105,9491.06,USD,2025-07-03T22:00:00,DEPOSIT,BRANCH,True,STRUCTURING
T000129,A00046,A00070,1367.42,USD,2025-03-31T22:30:00,ACH,BRANCH,False,NORMAL
T000130,A00006,A00037,3822.15,USD,2025-02-10T20:16:00,PAYMENT,BRANCH,False,NORMAL
T000131,A00019,A00009,522.24,USD,2025-10-27T10:24:00,ACH,MOBILE,False,NORMAL
T000132,A00095,A00088,3651.54,USD,2025-02-17T13:32:00,ACH,MOBILE,False,NORMAL
T000133,A00090,A00015,3414.12,USD,2025-10-10T13:28:00,ACH,ONLINE,False,NORMAL
T000134,A00010,A00006,1706.32,USD,2025-02-02T02:59:00,ACH,ONLINE,False,NORMAL
T000135,A00030,A00043,3101.99,USD,2025-01-02T04:34:00,PAYMENT,ONLINE,False,NORMAL
T000136,A00076,A00089,3325.68,USD,2025-05-05T09:54:00,TRANSFER,MOBILE,False,NORMAL
T000137,A00026,A00089,3639.44,USD,2025-06-04T02:41:00,TRANSFER,BRANCH,False,NORMAL
T000138,A00036,A00093,2366.56,USD,2025-09-26T03:53:00,ACH,BRANCH,False,NORMAL
T000139,A00070,A00005,3167.07,USD,2025-07-04T19:40:00,ACH,MOBILE,False,NORMAL
T000140,A00075,A00082,46847.98,USD,2025-01-19T15:54:00,WIRE,ONLINE,True,LAYERING_RING
T000141,A00070,A00043,1547.71,USD,2025-03-13T02:32:00,ACH,MOBILE,False,NORMAL
T000142,A00096,A00061,2826.81,USD,2025-07-15T20:09:00,PAYMENT,MOBILE,False,NORMAL
T000143,A00037,A00057,3525.77,USD,2025-09-06T20:38:00,TRANSFER,ONLINE,False,NORMAL
T000144,A00087,A00069,1532.44,USD,2025-06-12T15:55:00,ACH,MOBILE,False,NORMAL
T000145,A00063,A00004,1567.65,USD,2025-07-27T14:58:00,ACH,ONLINE,False,NORMAL
T000146,A00085,A00062,912.49,USD,2025-02-25T11:07:00,PAYMENT,MOBILE,False,NORMAL
T000147,A00029,A00087,2902.38,USD,2025-07-23T02:50:00,ACH,BRANCH,False,NORMAL
T000148,A00083,A00092,1973.47,USD,2025-01-09T07:25:00,TRANSFER,BRANCH,False,NORMAL
T000149,A00040,A00077,3000.85,USD,2025-10-19T03:29:00,PAYMENT,BRANCH,False,NORMAL
T000150,A00030,A00101,8519.31,USD,2025-05-31T06:02:00,DEPOSIT,BRANCH,True,STRUCTURING
T000151,A00070,A00083,21363.43,USD,2025-01-05T12:54:00,WIRE,ONLINE,True,PASS_THROUGH
T000152,A00076,A00075,3995.63,USD,2025-09-08T17:30:00,TRANSFER,BRANCH,False,NORMAL
T000153,A00004,A00064,3406.79,USD,2025-04-04T11:51:00,PAYMENT,ONLINE,False,NORMAL
T000154,A00061,A00067,1838.81,USD,2025-09-21T19:20:00,TRANSFER,BRANCH,False,NORMAL
T000155,A00003,A00012,3782.03,USD,2025-09-16T06:37:00,PAYMENT,ONLINE,False,NORMAL
T000156,A00026,A00100,23008.87,USD,2025-05-06T04:00:00,WIRE,ONLINE,True,PASS_THROUGH
T000157,A00096,A00069,3804.49,USD,2025-04-05T23:30:00,TRANSFER,ONLINE,False,NORMAL
T000158,A00084,A00061,1920.25,USD,2025-04-13T09:41:00,PAYMENT,BRANCH,False,NORMAL
T000159,A00101,A00051,1472.76,USD,2025-10-16T17:11:00,TRANSFER,MOBILE,False,NORMAL
T000160,A00021,A00105,814.8,USD,2025-03-12T20:30:00,PAYMENT,ONLINE,False,NORMAL
T000161,A00030,A00101,9791.61,USD,2025-06-01T12:32:00,DEPOSIT,BRANCH,True,STRUCTURING
T000162,A00080,A00100,3367.85,USD,2025-03-17T01:36:00,ACH,ONLINE,False,NORMAL
T000163,A00073,A00063,3157.45,USD,2025-01-25T20:50:00,TRANSFER,ONLINE,False,NORMAL
T000164,A00003,A00080,626.48,USD,2025-03-06T03:36:00,PAYMENT,MOBILE,False,NORMAL
T000165,A00096,A00038,3509.44,USD,2025-01-05T19:06:00,PAYMENT,MOBILE,False,NORMAL
T000166,A00101,A00031,2363.63,USD,2025-01-09T01:08:00,TRANSFER,BRANCH,False,NORMAL
T000167,A00045,A00040,3871.43,USD,2025-07-20T22:05:00,TRANSFER,MOBILE,False,NORMAL
T000168,A00014,A00018,1232.54,USD,2025-07-22T12:51:00,PAYMENT,MOBILE,False,NORMAL
T000169,A00046,A00007,221.15,USD,2025-09-11T21:30:00,ACH,MOBILE,False,NORMAL
T000170,A00009,A00052,1977.15,USD,2025-10-23T01:09:00,ACH,MOBILE,False,NORMAL
T000171,A00059,A00003,514.46,USD,2025-03-22T00:27:00,PAYMENT,BRANCH,False,NORMAL
T000172,A00085,A00051,1112.43,USD,2025-10-17T01:58:00,ACH,MOBILE,False,NORMAL
T000173,A00085,A00028,2573.98,USD,2025-01-11T07:08:00,TRANSFER,BRANCH,False,NORMAL
T000174,A00001,A00100,3391.73,USD,2025-02-17T20:42:00,ACH,BRANCH,False,NORMAL
T000175,A00030,A00049,2287.76,USD,2025-05-06T20:43:00,PAYMENT,MOBILE,False,NORMAL
T000176,A00048,A00033,2994.32,USD,2025-07-02T07:46:00,TRANSFER,BRANCH,False,NORMAL
T000177,A00107,A00062,3921.37,USD,2025-05-05T04:24:00,PAYMENT,MOBILE,False,NORMAL
T000178,A00016,A00060,1241.09,USD,2025-07-27T22:49:00,ACH,MOBILE,False,NORMAL
T000179,A00052,A00065,180.21,USD,2025-01-20T10:51:00,TRANSFER,MOBILE,False,NORMAL
T000180,A00052,A00096,1770.15,USD,2025-07-17T15:44:00,PAYMENT,ONLINE,False,NORMAL
T000181,A00039,A00019,3943.07,USD,2025-09-24T09:17:00,TRANSFER,BRANCH,False,NORMAL
T000182,A00066,A00054,1838.06,USD,2025-01-30T21:51:00,ACH,BRANCH,False,NORMAL
T000183,A00036,A00072,1208.03,USD,2025-06-02T06:44:00,PAYMENT,MOBILE,False,NORMAL
T000184,A00045,A00020,1117.09,USD,2025-02-27T13:39:00,TRANSFER,MOBILE,False,NORMAL
T000185,A00069,A00003,2535.18,USD,2025-10-22T04:18:00,TRANSFER,MOBILE,False,NORMAL
T000186,A00008,A00001,833.6,USD,2025-04-19T09:20:00,TRANSFER,BRANCH,False,NORMAL
T000187,A00053,A00020,1213.56,USD,2025-04-05T07:54:00,ACH,BRANCH,False,NORMAL
T000188,A00095,A00048,3250.84,USD,2025-10-12T17:35:00,TRANSFER,MOBILE,False,NORMAL
T000189,A00084,A00036,1013.45,USD,2025-02-28T05:31:00,TRANSFER,MOBILE,False,NORMAL
T000190,A00102,A00081,2367.36,USD,2025-04-12T17:14:00,PAYMENT,ONLINE,False,NORMAL
T000191,A00098,A00054,2433.14,USD,2025-04-26T14:58:00,ACH,BRANCH,False,NORMAL
T000192,A00025,A00098,654.18,USD,2025-09-21T09:31:00,PAYMENT,BRANCH,False,NORMAL
T000193,A00049,A00074,1448.66,USD,2025-06-01T00:53:00,ACH,BRANCH,False,NORMAL
T000194,A00026,A00062,1270.45,USD,2025-07-23T23:44:00,PAYMENT,BRANCH,False,NORMAL
T000195,A00087,A00002,9721.8,USD,2025-07-06T16:43:00,WIRE,ONLINE,True,FAN_OUT
T000196,A00092,A00012,5748.89,USD,2025-04-29T11:29:00,WIRE,ONLINE,True,PASS_THROUGH
T000197,A00071,A00021,1337.34,USD,2025-08-07T12:40:00,PAYMENT,ONLINE,False,NORMAL
T000198,A00100,A00094,22716.56,USD,2025-05-06T00:14:00,WIRE,ONLINE,True,PASS_THROUGH
T000199,A00071,A00036,3304.74,USD,2025-03-02T12:23:00,TRANSFER,ONLINE,False,NORMAL
T000200,A00010,A00011,1086.53,USD,2025-07-14T04:47:00,ACH,MOBILE,False,NORMAL
T000201,A00058,A00032,3006.9,USD,2025-10-19T12:21:00,ACH,MOBILE,False,NORMAL
T000202,A00063,A00079,1644.3,USD,2025-05-24T11:13:00,TRANSFER,MOBILE,False,NORMAL
T000203,A00043,A00087,456.23,USD,2025-08-02T23:55:00,ACH,BRANCH,False,NORMAL
T000204,A00035,A00081,1668.62,USD,2025-08-20T02:25:00,TRANSFER,MOBILE,False,NORMAL
T000205,A00040,A00093,106.65,USD,2025-05-11T06:37:00,TRANSFER,MOBILE,False,NORMAL
T000206,A00057,A00030,2168.24,USD,2025-01-29T09:14:00,TRANSFER,MOBILE,False,NORMAL
T000207,A00087,A00097,788.78,USD,2025-07-27T10:05:00,PAYMENT,MOBILE,False,NORMAL
T000208,A00029,A00018,636.68,USD,2025-06-01T17:53:00,TRANSFER,MOBILE,False,NORMAL
T000209,A00011,A00021,974.66,USD,2025-10-10T00:26:00,TRANSFER,ONLINE,False,NORMAL
T000210,A00089,A00081,126.06,USD,2025-08-31T18:36:00,PAYMENT,MOBILE,False,NORMAL
T000211,A00008,A00072,3795.11,USD,2025-03-31T13:35:00,ACH,MOBILE,False,NORMAL
T000212,A00012,A00038,1320.34,USD,2025-08-01T04:50:00,TRANSFER,ONLINE,False,NORMAL
T000213,A00036,A00097,2820.96,USD,2025-02-02T17:11:00,ACH,ONLINE,False,NORMAL
T000214,A00004,A00012,931.12,USD,2025-10-22T21:52:00,ACH,ONLINE,False,NORMAL
T000215,A00010,A00105,2679.5,USD,2025-01-04T20:14:00,PAYMENT,ONLINE,False,NORMAL
T000216,A00087,A00034,2346.55,USD,2025-07-10T07:30:00,TRANSFER,MOBILE,False,NORMAL
T000217,A00013,A00034,903.56,USD,2025-09-23T22:36:00,ACH,MOBILE,False,NORMAL
T000218,A00009,A00022,1750.01,USD,2025-08-04T02:23:00,PAYMENT,BRANCH,False,NORMAL
T000219,A00087,A00093,2186.89,USD,2025-09-30T07:29:00,PAYMENT,ONLINE,False,NORMAL
T000220,A00032,A00096,9213.33,USD,2025-03-08T23:25:00,DEPOSIT,BRANCH,True,STRUCTURING
T000221,A00030,A00101,9573.95,USD,2025-06-03T13:44:00,DEPOSIT,BRANCH,True,STRUCTURING
T000222,A00049,A00062,43.47,USD,2025-06-30T13:34:00,PAYMENT,BRANCH,False,NORMAL
T000223,A00035,A00028,3024.67,USD,2025-02-28T03:18:00,PAYMENT,BRANCH,False,NORMAL
T000224,A00098,A00084,319.91,USD,2025-09-10T18:28:00,PAYMENT,MOBILE,False,NORMAL
T000225,A00042,A00028,1829.7,USD,2025-06-22T13:16:00,PAYMENT,BRANCH,False,NORMAL
T000226,A00020,A00064,3731.96,USD,2025-05-30T08:26:00,ACH,MOBILE,False,NORMAL
T000227,A00058,A00030,2145.36,USD,2025-06-08T11:43:00,PAYMENT,ONLINE,False,NORMAL
T000228,A00101,A00065,1083.35,USD,2025-01-02T09:53:00,PAYMENT,MOBILE,False,NORMAL
T000229,A00085,A00048,294.45,USD,2025-06-24T15:06:00,TRANSFER,BRANCH,False,NORMAL
T000230,A00089,A00032,1238.7,USD,2025-10-25T17:33:00,PAYMENT,BRANCH,False,NORMAL
T000231,A00044,A00033,3058.18,USD,2025-09-08T23:31:00,ACH,MOBILE,False,NORMAL
T000232,A00051,A00010,1211.12,USD,2025-10-16T12:43:00,TRANSFER,MOBILE,False,NORMAL
T000233,A00095,A00040,6864.35,USD,2025-09-29T01:09:00,WIRE,ONLINE,True,PASS_THROUGH
T000234,A00063,A00099,8784.48,USD,2025-03-14T04:34:00,DEPOSIT,BRANCH,True,STRUCTURING
T000235,A00093,A00057,2194.49,USD,2025-08-06T20:48:00,TRANSFER,MOBILE,False,NORMAL
T000236,A00069,A00051,2124.79,USD,2025-04-25T09:29:00,TRANSFER,ONLINE,False,NORMAL
T000237,A00030,A00093,224.39,USD,2025-09-03T20:46:00,TRANSFER,MOBILE,False,NORMAL
T000238,A00057,A00002,52.09,USD,2025-06-25T22:08:00,TRANSFER,BRANCH,False,NORMAL
T000239,A00043,A00057,1352.25,USD,2025-03-11T19:44:00,PAYMENT,BRANCH,False,NORMAL
T000240,A00068,A00073,53.73,USD,2025-03-26T23:13:00,PAYMENT,BRANCH,False,NORMAL
T000241,A00043,A00037,1828.31,USD,2025-10-06T04:54:00,ACH,BRANCH,False,NORMAL
T000242,A00079,A00095,414.95,USD,2025-04-17T08:42:00,ACH,ONLINE,False,NORMAL
T000243,A00043,A00013,2240.69,USD,2025-07-17T23:54:00,PAYMENT,BRANCH,False,NORMAL
T000244,A00085,A00078,3495.65,USD,2025-06-20T21:09:00,TRANSFER,MOBILE,False,NORMAL
T000245,A00005,A00023,1683.18,USD,2025-04-01T15:11:00,TRANSFER,BRANCH,False,NORMAL
T000246,A00101,A00027,2094.04,USD,2025-06-28T14:46:00,PAYMENT,ONLINE,False,NORMAL
T000247,A00011,A00056,2417.76,USD,2025-04-03T10:06:00,ACH,BRANCH,False,NORMAL
T000248,A00011,A00042,2650.46,USD,2025-06-06T22:27:00,PAYMENT,MOBILE,False,NORMAL
T000249,A00009,A00100,3830.0,USD,2025-01-21T06:53:00,TRANSFER,ONLINE,False,NORMAL
T000250,A00009,A00038,19899.91,USD,2025-06-09T00:23:00,WIRE,ONLINE,True,PASS_THROUGH
T000251,A00091,A00063,1281.82,USD,2025-06-28T08:18:00,ACH,MOBILE,False,NORMAL
T000252,A00069,A00018,1566.81,USD,2025-07-09T22:34:00,ACH,MOBILE,False,NORMAL
T000253,A00064,A00048,3698.76,USD,2025-09-23T23:27:00,PAYMENT,ONLINE,False,NORMAL
T000254,A00067,A00050,3655.9,USD,2025-03-02T22:28:00,PAYMENT,BRANCH,False,NORMAL
T000255,A00008,A00021,1769.63,USD,2025-09-05T10:38:00,PAYMENT,ONLINE,False,NORMAL
T000256,A00078,A00083,57074.89,USD,2025-01-16T16:04:00,WIRE,ONLINE,True,LAYERING_RING
T000257,A00087,A00001,9592.62,USD,2025-07-06T23:20:00,WIRE,ONLINE,True,FAN_OUT
T000258,A00006,A00005,1231.37,USD,2025-09-10T07:56:00,TRANSFER,ONLINE,False,NORMAL
T000259,A00072,A00066,1644.02,USD,2025-01-14T17:05:00,TRANSFER,BRANCH,False,NORMAL
T000260,A00098,A00035,426.88,USD,2025-02-14T14:35:00,TRANSFER,BRANCH,False,NORMAL
T000261,A00025,A00007,1088.48,USD,2025-01-21T18:46:00,TRANSFER,ONLINE,False,NORMAL
